model,family,repeat,start_utc,end_utc,device,measurement_type,window_seconds_requested,window_seconds_actual,inferences,batch_size,images_processed,latency_ms_per_inference,latency_ms_per_image,mean_power_W,total_window_energy_J,energy_J_per_inference,energy_J_per_image,parsed_power_samples,power_note,raw_power_log,warmup_trials,cooldown_seconds,params,params_M,macs,macs_G,flops,flops_G
resnet18,paper_model,1,2026-05-15T02:23:40.201964+00:00,2026-05-15T02:23:45.205469+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.00114,712,1,712,7.024074,7.024074,14.0,70.0159656,0.09833703,0.09833703,23,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_1\raw_power\001_resnet18_repeat1_nvidia-smi.txt,10,2.0,11689512,11.689512,1814073344,1.814073,3628146688,3.628147
mobilenetv3_small,paper_model,1,2026-05-15T02:23:47.328716+00:00,2026-05-15T02:23:52.329046+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.004063,193,1,193,25.927789,25.927789,7.113333,35.595570274,0.184433007,0.184433007,18,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_1\raw_power\002_mobilenetv3_small_repeat1_nvidia-smi.txt,10,2.0,2542856,2.542856,56510400,0.05651,113020800,0.113021
tiny_vit_5m,paper_model,1,2026-05-15T02:23:54.666646+00:00,2026-05-15T02:23:59.703993+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.018917,214,1,214,23.452881,23.452881,10.806087,54.234849207,0.253433875,0.253433875,23,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_1\raw_power\003_tiny_vit_5m_repeat1_nvidia-smi.txt,10,2.0,12082725,12.082725,1165342848,1.165343,2330685696,2.330686
efficientnet_b0,paper_model,1,2026-05-15T02:24:01.841607+00:00,2026-05-15T02:24:06.873254+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.028633,245,1,245,20.525034,20.525034,8.788261,44.192941258,0.180379352,0.180379352,23,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_1\raw_power\004_efficientnet_b0_repeat1_nvidia-smi.txt,10,2.0,5288548,5.288548,385814752,0.385815,771629504,0.77163
mobilenetv2,paper_model,1,2026-05-15T02:24:09.050492+00:00,2026-05-15T02:24:14.504295+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.450029,223,1,223,24.439591,24.439591,8.491905,46.281125519,0.207538679,0.207538679,21,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_1\raw_power\005_mobilenetv2_repeat1_nvidia-smi.txt,10,2.0,3504872,3.504872,300774272,0.300774,601548544,0.601549
mobilenetv3_small,paper_model,2,2026-05-15T02:24:18.976715+00:00,2026-05-15T02:24:24.157082+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.06254,60,1,60,84.37566,84.37566,6.304,31.914249638,0.531904161,0.531904161,15,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_1\raw_power\006_mobilenetv3_small_repeat2_nvidia-smi.txt,10,2.0,2542856,2.542856,56510400,0.05651,113020800,0.113021
tiny_vit_5m,paper_model,2,2026-05-15T02:24:26.851524+00:00,2026-05-15T02:24:31.904769+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.035636,47,1,47,107.141196,107.141196,7.678824,38.667761738,0.822718335,0.822718335,17,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_1\raw_power\007_tiny_vit_5m_repeat2_nvidia-smi.txt,10,2.0,12082725,12.082725,1165342848,1.165343,2330685696,2.330686
efficientnet_b0,paper_model,2,2026-05-15T02:24:34.208263+00:00,2026-05-15T02:24:39.240210+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.032275,126,1,126,39.938687,39.938687,7.8792,39.650298028,0.314684905,0.314684905,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_1\raw_power\008_efficientnet_b0_repeat2_nvidia-smi.txt,10,2.0,5288548,5.288548,385814752,0.385815,771629504,0.77163
resnet18,paper_model,2,2026-05-15T02:24:41.454211+00:00,2026-05-15T02:24:46.517952+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.017176,246,1,246,20.395026,20.395026,9.108095,45.696920478,0.185759839,0.185759839,21,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_1\raw_power\009_resnet18_repeat2_nvidia-smi.txt,10,2.0,11689512,11.689512,1814073344,1.814073,3628146688,3.628147
mobilenetv2,paper_model,2,2026-05-15T02:24:48.659385+00:00,2026-05-15T02:24:53.703750+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.020614,201,1,201,24.978177,24.978177,7.612,38.216910723,0.190133884,0.190133884,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_1\raw_power\010_mobilenetv2_repeat2_nvidia-smi.txt,10,2.0,3504872,3.504872,300774272,0.300774,601548544,0.601549
