model,family,repeat,start_utc,end_utc,device,measurement_type,window_seconds_requested,window_seconds_actual,inferences,batch_size,images_processed,latency_ms_per_inference,latency_ms_per_image,mean_power_W,total_window_energy_J,energy_J_per_inference,energy_J_per_image,parsed_power_samples,power_note,raw_power_log,warmup_trials,cooldown_seconds,params,params_M,macs,macs_G,flops,flops_G
mobilenetv3_small,paper_model,3,2026-05-15T05:33:07.227600+00:00,2026-05-15T05:33:12.272120+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.002507,1086,16,17376,4.60636,0.287898,74.1532,370.951916903,0.341576351,0.021348522,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\012_mobilenetv3_small_repeat3_nvidia-smi.txt,10,2.0,2542856,2.542856,904166400,0.904166,1808332800,1.808333
resnet18,paper_model,3,2026-05-15T05:33:14.475975+00:00,2026-05-15T05:33:19.537472+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.060862,670,16,10720,7.553526,0.472095,98.089231,496.416080227,0.740919523,0.04630747,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\013_resnet18_repeat3_nvidia-smi.txt,10,2.0,11689512,11.689512,29025173504,29.025174,58050347008,58.050347
tiny_vit_5m,paper_model,3,2026-05-15T05:33:21.895768+00:00,2026-05-15T05:33:26.979633+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.07032,298,16,4768,17.014496,1.063406,101.165556,512.941719411,1.721280938,0.107580059,27,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\014_tiny_vit_5m_repeat3_nvidia-smi.txt,10,2.0,12082725,12.082725,18645485568,18.645486,37290971136,37.290971
mobilenetv2,paper_model,3,2026-05-15T05:33:29.220449+00:00,2026-05-15T05:33:34.334070+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.057112,554,16,8864,9.128362,0.570523,91.853333,464.512630981,0.838470453,0.052404403,27,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\015_mobilenetv2_repeat3_nvidia-smi.txt,10,2.0,3504872,3.504872,4812388352,4.812388,9624776704,9.624777
mobilenetv2,paper_model,4,2026-05-15T05:33:36.520473+00:00,2026-05-15T05:33:41.631907+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.05725,550,16,8800,9.195001,0.574688,91.739259,463.948396411,0.843542539,0.052721409,27,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\016_mobilenetv2_repeat4_nvidia-smi.txt,10,2.0,3504872,3.504872,4812388352,4.812388,9624776704,9.624777
tiny_vit_5m,paper_model,4,2026-05-15T05:33:43.943142+00:00,2026-05-15T05:33:49.040435+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.066252,298,16,4768,17.000844,1.062553,101.597037,514.716141284,1.727235373,0.107952211,27,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\017_tiny_vit_5m_repeat4_nvidia-smi.txt,10,2.0,12082725,12.082725,18645485568,18.645486,37290971136,37.290971
efficientnet_b0,paper_model,4,2026-05-15T05:33:51.276039+00:00,2026-05-15T05:33:56.308524+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.031957,448,16,7168,11.232048,0.702003,94.538462,475.713520577,1.061860537,0.066366284,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\018_efficientnet_b0_repeat4_nvidia-smi.txt,10,2.0,5288548,5.288548,6173036032,6.173036,12346072064,12.346072
mobilenetv3_small,paper_model,4,2026-05-15T05:33:58.380387+00:00,2026-05-15T05:34:03.385574+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.003426,1075,16,17200,4.65435,0.290897,73.7464,368.98467729,0.34324156,0.021452598,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\019_mobilenetv3_small_repeat4_nvidia-smi.txt,10,2.0,2542856,2.542856,904166400,0.904166,1808332800,1.808333
resnet18,paper_model,4,2026-05-15T05:34:05.615563+00:00,2026-05-15T05:34:10.681250+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.063736,669,16,10704,7.569112,0.47307,98.011852,496.306142649,0.741862695,0.046366418,27,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\020_resnet18_repeat4_nvidia-smi.txt,10,2.0,11689512,11.689512,29025173504,29.025174,58050347008,58.050347
efficientnet_b0,paper_model,5,2026-05-15T05:34:12.923286+00:00,2026-05-15T05:34:17.985641+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.036134,445,16,7120,11.317155,0.707322,95.003462,478.450153271,1.075168884,0.067198055,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\021_efficientnet_b0_repeat5_nvidia-smi.txt,10,2.0,5288548,5.288548,6173036032,6.173036,12346072064,12.346072
resnet18,paper_model,5,2026-05-15T05:34:20.234476+00:00,2026-05-15T05:34:25.300746+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.065782,670,16,10720,7.560868,0.472554,98.299231,497.962434525,0.743227514,0.04645172,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\022_resnet18_repeat5_nvidia-smi.txt,10,2.0,11689512,11.689512,29025173504,29.025174,58050347008,58.050347
mobilenetv3_small,paper_model,5,2026-05-15T05:34:27.371176+00:00,2026-05-15T05:34:32.437416+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.000764,1060,16,16960,4.717702,0.294856,73.9192,369.652503837,0.348728777,0.021795549,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\023_mobilenetv3_small_repeat5_nvidia-smi.txt,10,2.0,2542856,2.542856,904166400,0.904166,1808332800,1.808333
tiny_vit_5m,paper_model,5,2026-05-15T05:34:34.729489+00:00,2026-05-15T05:34:39.798989+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.066416,298,16,4768,17.001396,1.062587,101.208077,512.762230373,1.720678625,0.107542414,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\024_tiny_vit_5m_repeat5_nvidia-smi.txt,10,2.0,12082725,12.082725,18645485568,18.645486,37290971136,37.290971
mobilenetv2,paper_model,5,2026-05-15T05:34:42.018873+00:00,2026-05-15T05:34:47.068376+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.048479,554,16,8864,9.112778,0.569549,92.229615,465.619294893,0.840468041,0.052529253,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\025_mobilenetv2_repeat5_nvidia-smi.txt,10,2.0,3504872,3.504872,4812388352,4.812388,9624776704,9.624777
