model,family,repeat,start_utc,end_utc,device,measurement_type,window_seconds_requested,window_seconds_actual,inferences,batch_size,images_processed,latency_ms_per_inference,latency_ms_per_image,mean_power_W,total_window_energy_J,energy_J_per_inference,energy_J_per_image,parsed_power_samples,power_note,raw_power_log,warmup_trials,cooldown_seconds,params,params_M,macs,macs_G,flops,flops_G
resnet18,paper_model,1,2026-05-15T05:31:47.249849+00:00,2026-05-15T05:31:52.308372+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.057184,672,16,10752,7.525571,0.470348,98.182308,496.525985726,0.738877955,0.046179872,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\001_resnet18_repeat1_nvidia-smi.txt,10,2.0,11689512,11.689512,29025173504,29.025174,58050347008,58.050347
mobilenetv3_small,paper_model,1,2026-05-15T05:31:54.426036+00:00,2026-05-15T05:31:59.427817+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.000804,1109,16,17744,4.509291,0.281831,73.83875,369.253086819,0.332960403,0.020810025,24,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\002_mobilenetv3_small_repeat1_nvidia-smi.txt,10,2.0,2542856,2.542856,904166400,0.904166,1808332800,1.808333
tiny_vit_5m,paper_model,1,2026-05-15T05:32:01.760783+00:00,2026-05-15T05:32:06.827285+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.065226,298,16,4768,16.997403,1.062338,100.797692,510.563111976,1.713299033,0.10708119,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\003_tiny_vit_5m_repeat1_nvidia-smi.txt,10,2.0,12082725,12.082725,18645485568,18.645486,37290971136,37.290971
efficientnet_b0,paper_model,1,2026-05-15T05:32:09.098961+00:00,2026-05-15T05:32:14.144898+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.043552,449,16,7184,11.232855,0.702053,94.708846,477.668962024,1.063850695,0.066490668,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\004_efficientnet_b0_repeat1_nvidia-smi.txt,10,2.0,5288548,5.288548,6173036032,6.173036,12346072064,12.346072
mobilenetv2,paper_model,1,2026-05-15T05:32:16.335057+00:00,2026-05-15T05:32:21.385802+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.049116,549,16,8784,9.196932,0.574808,91.345,461.211473616,0.840093759,0.05250586,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\005_mobilenetv2_repeat1_nvidia-smi.txt,10,2.0,3504872,3.504872,4812388352,4.812388,9624776704,9.624777
mobilenetv3_small,paper_model,2,2026-05-15T05:32:23.455545+00:00,2026-05-15T05:32:28.508590+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.003187,1105,16,17680,4.527771,0.282986,74.2948,371.71074038,0.33638981,0.021024363,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\006_mobilenetv3_small_repeat2_nvidia-smi.txt,10,2.0,2542856,2.542856,904166400,0.904166,1808332800,1.808333
tiny_vit_5m,paper_model,2,2026-05-15T05:32:30.883582+00:00,2026-05-15T05:32:35.951094+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.065734,298,16,4768,16.999106,1.062444,101.630769,514.834412649,1.727632257,0.107977016,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\007_tiny_vit_5m_repeat2_nvidia-smi.txt,10,2.0,12082725,12.082725,18645485568,18.645486,37290971136,37.290971
efficientnet_b0,paper_model,2,2026-05-15T05:32:38.219313+00:00,2026-05-15T05:32:43.315165+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.035329,446,16,7136,11.289976,0.705623,94.596923,476.326648999,1.067996971,0.066749811,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\008_efficientnet_b0_repeat2_nvidia-smi.txt,10,2.0,5288548,5.288548,6173036032,6.173036,12346072064,12.346072
resnet18,paper_model,2,2026-05-15T05:32:45.546064+00:00,2026-05-15T05:32:50.603390+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.056778,662,16,10592,7.638637,0.477415,97.518077,493.127246483,0.744905206,0.046556575,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\009_resnet18_repeat2_nvidia-smi.txt,10,2.0,11689512,11.689512,29025173504,29.025174,58050347008,58.050347
mobilenetv2,paper_model,2,2026-05-15T05:32:52.850513+00:00,2026-05-15T05:32:57.904783+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.052524,555,16,8880,9.103646,0.568978,91.978846,464.725309289,0.8373429,0.052333931,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\010_mobilenetv2_repeat2_nvidia-smi.txt,10,2.0,3504872,3.504872,4812388352,4.812388,9624776704,9.624777
efficientnet_b0,paper_model,3,2026-05-15T05:33:00.118223+00:00,2026-05-15T05:33:05.158411+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.038191,446,16,7136,11.296392,0.706025,95.022308,478.740535415,1.073409272,0.06708808,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_16\raw_power\011_efficientnet_b0_repeat3_nvidia-smi.txt,10,2.0,5288548,5.288548,6173036032,6.173036,12346072064,12.346072
