architecture,family,trial,latency_ms,batch_size,input_shape
convnext_micro,convnext_like,14,7.947667,1,1x3x224x224
convnext_micro,convnext_like,15,7.593458,1,1x3x224x224
convnext_micro,convnext_like,16,7.536083,1,1x3x224x224
convnext_micro,convnext_like,17,7.801667,1,1x3x224x224
convnext_micro,convnext_like,18,7.616917,1,1x3x224x224
convnext_micro,convnext_like,19,7.5905,1,1x3x224x224
convnext_micro,convnext_like,20,7.810208,1,1x3x224x224
convnext_micro,convnext_like,21,7.667834,1,1x3x224x224
convnext_micro,convnext_like,22,7.761542,1,1x3x224x224
convnext_micro,convnext_like,23,7.772791,1,1x3x224x224
convnext_micro,convnext_like,24,7.578666,1,1x3x224x224
convnext_micro,convnext_like,25,7.359125,1,1x3x224x224
convnext_micro,convnext_like,26,7.543916,1,1x3x224x224
convnext_micro,convnext_like,27,7.815167,1,1x3x224x224
convnext_micro,convnext_like,28,7.716917,1,1x3x224x224
convnext_micro,convnext_like,29,7.586625,1,1x3x224x224
convnext_micro,convnext_like,30,7.538542,1,1x3x224x224
attention_gate_cnn,attention_cnn,1,2.420833,1,1x3x224x224
attention_gate_cnn,attention_cnn,2,2.437792,1,1x3x224x224
attention_gate_cnn,attention_cnn,3,2.396875,1,1x3x224x224
attention_gate_cnn,attention_cnn,4,2.483792,1,1x3x224x224
attention_gate_cnn,attention_cnn,5,2.399583,1,1x3x224x224
attention_gate_cnn,attention_cnn,6,2.401375,1,1x3x224x224
attention_gate_cnn,attention_cnn,7,2.491042,1,1x3x224x224
attention_gate_cnn,attention_cnn,8,2.481292,1,1x3x224x224
attention_gate_cnn,attention_cnn,9,2.344584,1,1x3x224x224
attention_gate_cnn,attention_cnn,10,2.405667,1,1x3x224x224
attention_gate_cnn,attention_cnn,11,2.451,1,1x3x224x224
attention_gate_cnn,attention_cnn,12,2.412958,1,1x3x224x224
attention_gate_cnn,attention_cnn,13,2.395458,1,1x3x224x224
attention_gate_cnn,attention_cnn,14,2.526041,1,1x3x224x224
attention_gate_cnn,attention_cnn,15,2.472125,1,1x3x224x224
attention_gate_cnn,attention_cnn,16,2.328541,1,1x3x224x224
attention_gate_cnn,attention_cnn,17,2.433791,1,1x3x224x224
attention_gate_cnn,attention_cnn,18,2.430125,1,1x3x224x224
attention_gate_cnn,attention_cnn,19,2.423459,1,1x3x224x224
attention_gate_cnn,attention_cnn,20,2.482917,1,1x3x224x224
attention_gate_cnn,attention_cnn,21,2.536708,1,1x3x224x224
attention_gate_cnn,attention_cnn,22,2.445416,1,1x3x224x224
attention_gate_cnn,attention_cnn,23,2.360125,1,1x3x224x224
attention_gate_cnn,attention_cnn,24,2.542792,1,1x3x224x224
attention_gate_cnn,attention_cnn,25,2.381167,1,1x3x224x224
attention_gate_cnn,attention_cnn,26,2.446625,1,1x3x224x224
attention_gate_cnn,attention_cnn,27,2.441667,1,1x3x224x224
attention_gate_cnn,attention_cnn,28,2.572458,1,1x3x224x224
attention_gate_cnn,attention_cnn,29,2.401083,1,1x3x224x224
attention_gate_cnn,attention_cnn,30,2.398459,1,1x3x224x224
patch_mixer_small,mixer,1,0.475083,1,1x3x224x224
patch_mixer_small,mixer,2,0.475667,1,1x3x224x224
patch_mixer_small,mixer,3,0.473459,1,1x3x224x224
patch_mixer_small,mixer,4,0.475709,1,1x3x224x224
patch_mixer_small,mixer,5,0.472875,1,1x3x224x224
patch_mixer_small,mixer,6,0.47575,1,1x3x224x224
patch_mixer_small,mixer,7,0.472667,1,1x3x224x224
patch_mixer_small,mixer,8,0.459417,1,1x3x224x224
patch_mixer_small,mixer,9,0.408583,1,1x3x224x224
patch_mixer_small,mixer,10,0.408667,1,1x3x224x224
patch_mixer_small,mixer,11,0.467708,1,1x3x224x224
patch_mixer_small,mixer,12,0.458917,1,1x3x224x224
patch_mixer_small,mixer,13,0.458625,1,1x3x224x224
patch_mixer_small,mixer,14,0.543917,1,1x3x224x224
patch_mixer_small,mixer,15,0.533666,1,1x3x224x224
patch_mixer_small,mixer,16,0.479417,1,1x3x224x224
patch_mixer_small,mixer,17,0.46675,1,1x3x224x224
patch_mixer_small,mixer,18,0.465458,1,1x3x224x224
patch_mixer_small,mixer,19,0.461042,1,1x3x224x224
patch_mixer_small,mixer,20,0.462583,1,1x3x224x224
patch_mixer_small,mixer,21,0.466583,1,1x3x224x224
patch_mixer_small,mixer,22,0.459791,1,1x3x224x224
patch_mixer_small,mixer,23,0.458875,1,1x3x224x224
patch_mixer_small,mixer,24,0.459541,1,1x3x224x224
patch_mixer_small,mixer,25,0.460209,1,1x3x224x224
patch_mixer_small,mixer,26,0.46025,1,1x3x224x224
patch_mixer_small,mixer,27,0.459125,1,1x3x224x224
patch_mixer_small,mixer,28,0.460542,1,1x3x224x224
patch_mixer_small,mixer,29,0.414167,1,1x3x224x224
patch_mixer_small,mixer,30,0.414417,1,1x3x224x224
patch_mixer_medium,mixer,1,0.802292,1,1x3x224x224
patch_mixer_medium,mixer,2,0.801708,1,1x3x224x224
patch_mixer_medium,mixer,3,0.9185,1,1x3x224x224
patch_mixer_medium,mixer,4,0.809375,1,1x3x224x224
patch_mixer_medium,mixer,5,0.781375,1,1x3x224x224
patch_mixer_medium,mixer,6,0.778084,1,1x3x224x224
patch_mixer_medium,mixer,7,0.836042,1,1x3x224x224
patch_mixer_medium,mixer,8,0.840792,1,1x3x224x224
patch_mixer_medium,mixer,9,0.800333,1,1x3x224x224
patch_mixer_medium,mixer,10,0.797958,1,1x3x224x224
patch_mixer_medium,mixer,11,0.7915,1,1x3x224x224
patch_mixer_medium,mixer,12,0.712875,1,1x3x224x224
patch_mixer_medium,mixer,13,0.7525,1,1x3x224x224
patch_mixer_medium,mixer,14,0.797416,1,1x3x224x224
patch_mixer_medium,mixer,15,0.878291,1,1x3x224x224
patch_mixer_medium,mixer,16,0.865208,1,1x3x224x224
patch_mixer_medium,mixer,17,0.840209,1,1x3x224x224
patch_mixer_medium,mixer,18,0.804583,1,1x3x224x224
patch_mixer_medium,mixer,19,0.786084,1,1x3x224x224
patch_mixer_medium,mixer,20,0.841292,1,1x3x224x224
patch_mixer_medium,mixer,21,0.809,1,1x3x224x224
patch_mixer_medium,mixer,22,0.781875,1,1x3x224x224
patch_mixer_medium,mixer,23,0.8095,1,1x3x224x224
patch_mixer_medium,mixer,24,0.8055,1,1x3x224x224
patch_mixer_medium,mixer,25,0.799167,1,1x3x224x224
patch_mixer_medium,mixer,26,0.801666,1,1x3x224x224
patch_mixer_medium,mixer,27,0.807917,1,1x3x224x224
patch_mixer_medium,mixer,28,0.800541,1,1x3x224x224
patch_mixer_medium,mixer,29,0.800959,1,1x3x224x224
patch_mixer_medium,mixer,30,0.798375,1,1x3x224x224
