model,family,repeat,start_utc,end_utc,device,measurement_type,window_seconds_requested,window_seconds_actual,inferences,batch_size,images_processed,latency_ms_per_inference,latency_ms_per_image,mean_power_W,total_window_energy_J,energy_J_per_inference,energy_J_per_image,parsed_power_samples,power_note,raw_power_log,warmup_trials,cooldown_seconds,params,params_M,macs,macs_G,flops,flops_G
resnet18,paper_model,1,2026-05-15T02:37:44.412612+00:00,2026-05-15T02:37:50.496579+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,6.045918,59,32,1888,102.473188,3.202287,14.891613,90.03347199,1.525991051,0.04768722,31,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\001_resnet18_repeat1_nvidia-smi.txt,10,2.0,11689512,11.689512,58050347008,58.050347,116100694016,116.100694
mobilenetv3_small,paper_model,1,2026-05-15T02:37:52.846163+00:00,2026-05-15T02:37:58.001375+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.16381,179,32,5728,28.848102,0.901503,14.37,74.203952574,0.414547221,0.012954601,23,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\002_mobilenetv3_small_repeat1_nvidia-smi.txt,10,2.0,2542856,2.542856,1808332800,1.808333,3616665600,3.616666
tiny_vit_5m,paper_model,1,2026-05-15T02:38:02.723479+00:00,2026-05-15T02:38:09.019586+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,6.263483,23,32,736,272.325361,8.510168,14.938929,93.569729627,4.068249114,0.127132785,28,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\003_tiny_vit_5m_repeat1_nvidia-smi.txt,10,2.0,12082725,12.082725,37290971136,37.290971,74581942272,74.581942
efficientnet_b0,paper_model,1,2026-05-15T02:38:12.566809+00:00,2026-05-15T02:38:18.192301+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.584584,37,32,1184,150.934716,4.71671,14.933103,83.395178054,2.253923731,0.070435117,29,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\004_efficientnet_b0_repeat1_nvidia-smi.txt,10,2.0,5288548,5.288548,12346072064,12.346072,24692144128,24.692144
mobilenetv2,paper_model,1,2026-05-15T02:38:21.309628+00:00,2026-05-15T02:38:27.118541+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.770191,51,32,1632,113.14101,3.535657,14.953226,86.282976446,1.691823068,0.052869471,31,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\005_mobilenetv2_repeat1_nvidia-smi.txt,10,2.0,3504872,3.504872,9624776704,9.624777,19249553408,19.249553
mobilenetv3_small,paper_model,2,2026-05-15T02:38:29.394001+00:00,2026-05-15T02:38:34.628210+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.154363,176,32,5632,29.286156,0.915192,14.49,74.686725666,0.424356396,0.013261137,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\006_mobilenetv3_small_repeat2_nvidia-smi.txt,10,2.0,2542856,2.542856,1808332800,1.808333,3616665600,3.616666
tiny_vit_5m,paper_model,2,2026-05-15T02:38:39.335871+00:00,2026-05-15T02:38:45.668638+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,6.29407,23,32,736,273.655235,8.551726,14.938529,94.02415579,4.088006773,0.127750212,34,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\007_tiny_vit_5m_repeat2_nvidia-smi.txt,10,2.0,12082725,12.082725,37290971136,37.290971,74581942272,74.581942
efficientnet_b0,paper_model,2,2026-05-15T02:38:49.160179+00:00,2026-05-15T02:38:54.716429+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.557721,37,32,1184,150.208673,4.694021,14.938621,83.024684424,2.24391039,0.0701222,29,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\008_efficientnet_b0_repeat2_nvidia-smi.txt,10,2.0,5288548,5.288548,12346072064,12.346072,24692144128,24.692144
resnet18,paper_model,2,2026-05-15T02:38:57.770489+00:00,2026-05-15T02:39:03.777552+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,6.002848,57,32,1824,105.313118,3.291035,14.9225,89.577494803,1.571534997,0.049110469,32,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\009_resnet18_repeat2_nvidia-smi.txt,10,2.0,11689512,11.689512,58050347008,58.050347,116100694016,116.100694
mobilenetv2,paper_model,2,2026-05-15T02:39:06.899787+00:00,2026-05-15T02:39:12.674433+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.766556,51,32,1632,113.069725,3.533429,14.95069,86.213989135,1.690470375,0.052827199,29,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\010_mobilenetv2_repeat2_nvidia-smi.txt,10,2.0,3504872,3.504872,9624776704,9.624777,19249553408,19.249553
efficientnet_b0,paper_model,3,2026-05-15T02:39:16.148165+00:00,2026-05-15T02:39:21.783893+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.591829,37,32,1184,151.130519,4.722829,14.933793,83.507220343,2.256951901,0.070529747,29,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\011_efficientnet_b0_repeat3_nvidia-smi.txt,10,2.0,5288548,5.288548,12346072064,12.346072,24692144128,24.692144
mobilenetv3_small,paper_model,3,2026-05-15T02:39:24.110831+00:00,2026-05-15T02:39:29.313952+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.171438,177,32,5664,29.217163,0.913036,14.4016,74.47697862,0.420773891,0.013149184,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\012_mobilenetv3_small_repeat3_nvidia-smi.txt,10,2.0,2542856,2.542856,1808332800,1.808333,3616665600,3.616666
resnet18,paper_model,3,2026-05-15T02:39:32.328837+00:00,2026-05-15T02:39:38.359239+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.966004,57,32,1824,104.666733,3.270835,14.884688,88.802102187,1.557931617,0.048685363,32,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\013_resnet18_repeat3_nvidia-smi.txt,10,2.0,11689512,11.689512,58050347008,58.050347,116100694016,116.100694
tiny_vit_5m,paper_model,3,2026-05-15T02:39:43.068412+00:00,2026-05-15T02:39:49.362766+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,6.269534,23,32,736,272.588435,8.518389,14.948077,93.717476504,4.074672891,0.127333528,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\014_tiny_vit_5m_repeat3_nvidia-smi.txt,10,2.0,12082725,12.082725,37290971136,37.290971,74581942272,74.581942
mobilenetv2,paper_model,3,2026-05-15T02:39:52.502866+00:00,2026-05-15T02:39:58.307203+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.772647,51,32,1632,113.189157,3.537161,14.93871,86.235897603,1.690899953,0.052840624,31,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\015_mobilenetv2_repeat3_nvidia-smi.txt,10,2.0,3504872,3.504872,9624776704,9.624777,19249553408,19.249553
mobilenetv2,paper_model,4,2026-05-15T02:40:01.436723+00:00,2026-05-15T02:40:07.182582+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.748484,51,32,1632,112.715367,3.522355,14.941071,85.888505568,1.684088344,0.052627761,28,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\016_mobilenetv2_repeat4_nvidia-smi.txt,10,2.0,3504872,3.504872,9624776704,9.624777,19249553408,19.249553
tiny_vit_5m,paper_model,4,2026-05-15T02:40:11.863350+00:00,2026-05-15T02:40:18.260756+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,6.385327,23,32,736,277.622917,8.675716,14.949032,95.454460796,4.150193948,0.129693561,31,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\017_tiny_vit_5m_repeat4_nvidia-smi.txt,10,2.0,12082725,12.082725,37290971136,37.290971,74581942272,74.581942
efficientnet_b0,paper_model,4,2026-05-15T02:40:21.771556+00:00,2026-05-15T02:40:27.317943+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.549055,36,32,1152,154.140417,4.816888,14.942,82.91397981,2.303166106,0.071973941,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\018_efficientnet_b0_repeat4_nvidia-smi.txt,10,2.0,5288548,5.288548,12346072064,12.346072,24692144128,24.692144
mobilenetv3_small,paper_model,4,2026-05-15T02:40:29.692728+00:00,2026-05-15T02:40:34.806676+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.111544,180,32,5760,28.397469,0.887421,14.334583,73.271859164,0.407065884,0.012720809,24,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\019_mobilenetv3_small_repeat4_nvidia-smi.txt,10,2.0,2542856,2.542856,1808332800,1.808333,3616665600,3.616666
resnet18,paper_model,4,2026-05-15T02:40:37.859401+00:00,2026-05-15T02:40:43.863458+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,6.000817,59,32,1888,101.708768,3.178399,14.885455,89.324893155,1.51398124,0.047311914,33,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\020_resnet18_repeat4_nvidia-smi.txt,10,2.0,11689512,11.689512,58050347008,58.050347,116100694016,116.100694
efficientnet_b0,paper_model,5,2026-05-15T02:40:47.298318+00:00,2026-05-15T02:40:52.847155+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.557637,38,32,1216,146.253592,4.570425,14.943333,83.049614765,2.185516178,0.068297381,30,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\021_efficientnet_b0_repeat5_nvidia-smi.txt,10,2.0,5288548,5.288548,12346072064,12.346072,24692144128,24.692144
resnet18,paper_model,5,2026-05-15T02:40:55.857091+00:00,2026-05-15T02:41:01.811539+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.927428,59,32,1888,100.46488,3.139527,14.88303,88.218089055,1.495221848,0.046725683,33,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\022_resnet18_repeat5_nvidia-smi.txt,10,2.0,11689512,11.689512,58050347008,58.050347,116100694016,116.100694
mobilenetv3_small,paper_model,5,2026-05-15T02:41:04.121829+00:00,2026-05-15T02:41:09.278643+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.146299,182,32,5824,28.276367,0.883636,14.403333,74.123857049,0.40727394,0.012727311,27,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\023_mobilenetv3_small_repeat5_nvidia-smi.txt,10,2.0,2542856,2.542856,1808332800,1.808333,3616665600,3.616666
tiny_vit_5m,paper_model,5,2026-05-15T02:41:13.895619+00:00,2026-05-15T02:41:20.039769+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,6.120234,23,32,736,266.097122,8.315535,14.957353,91.542497029,3.980108566,0.124378393,34,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\024_tiny_vit_5m_repeat5_nvidia-smi.txt,10,2.0,12082725,12.082725,37290971136,37.290971,74581942272,74.581942
mobilenetv2,paper_model,5,2026-05-15T02:41:23.119043+00:00,2026-05-15T02:41:28.864118+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.747188,52,32,1664,110.522842,3.453839,14.933871,85.827761033,1.650533866,0.051579183,31,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_32\raw_power\025_mobilenetv2_repeat5_nvidia-smi.txt,10,2.0,3504872,3.504872,9624776704,9.624777,19249553408,19.249553
