model,family,repeat,start_utc,end_utc,device,measurement_type,window_seconds_requested,window_seconds_actual,inferences,batch_size,images_processed,latency_ms_per_inference,latency_ms_per_image,mean_power_W,total_window_energy_J,energy_J_per_inference,energy_J_per_image,parsed_power_samples,power_note,raw_power_log,warmup_trials,cooldown_seconds,params,params_M,macs,macs_G,flops,flops_G
resnet18,paper_model,1,2026-05-15T02:30:27.927097+00:00,2026-05-15T02:30:33.169370+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.249801,197,8,1576,26.648737,3.331092,14.568261,76.480471938,0.388225746,0.048528218,23,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\001_resnet18_repeat1_nvidia-smi.txt,10,2.0,11689512,11.689512,14512586752,14.512587,29025173504,29.025174
mobilenetv3_small,paper_model,1,2026-05-15T02:30:35.346646+00:00,2026-05-15T02:30:40.365495+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.019982,273,8,2184,18.388211,2.298526,11.686087,58.663942666,0.214886237,0.02686078,23,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\002_mobilenetv3_small_repeat1_nvidia-smi.txt,10,2.0,2542856,2.542856,452083200,0.452083,904166400,0.904166
tiny_vit_5m,paper_model,1,2026-05-15T02:30:42.989669+00:00,2026-05-15T02:30:48.288012+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.306917,78,8,624,68.037404,8.504675,14.736429,78.205010673,1.002628342,0.125328543,28,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\003_tiny_vit_5m_repeat1_nvidia-smi.txt,10,2.0,12082725,12.082725,9322742784,9.322743,18645485568,18.645486
efficientnet_b0,paper_model,1,2026-05-15T02:30:52.114964+00:00,2026-05-15T02:30:57.158797+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.040742,52,8,416,96.93735,12.117169,9.772,49.258132778,0.947271784,0.118408973,15,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\004_efficientnet_b0_repeat1_nvidia-smi.txt,10,2.0,5288548,5.288548,3086518016,3.086518,6173036032,6.173036
mobilenetv2,paper_model,1,2026-05-15T02:30:59.532323+00:00,2026-05-15T02:31:04.767726+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.17111,149,8,1192,34.705436,4.33818,14.095652,72.890167913,0.489195758,0.06114947,23,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\005_mobilenetv2_repeat1_nvidia-smi.txt,10,2.0,3504872,3.504872,2406194176,2.406194,4812388352,4.812388
mobilenetv3_small,paper_model,2,2026-05-15T02:31:06.854241+00:00,2026-05-15T02:31:12.920740+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.005944,325,8,2600,15.402905,1.925363,13.218333,66.170239084,0.203600736,0.025450092,24,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\006_mobilenetv3_small_repeat2_nvidia-smi.txt,10,2.0,2542856,2.542856,452083200,0.452083,904166400,0.904166
tiny_vit_5m,paper_model,2,2026-05-15T02:31:15.828160+00:00,2026-05-15T02:31:20.869785+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.029657,53,8,424,94.899181,11.862398,12.978571,65.277757444,1.231655801,0.153956975,14,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\007_tiny_vit_5m_repeat2_nvidia-smi.txt,10,2.0,12082725,12.082725,9322742784,9.322743,18645485568,18.645486
efficientnet_b0,paper_model,2,2026-05-15T02:31:23.343624+00:00,2026-05-15T02:31:28.510198+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.162117,103,8,824,50.117643,6.264705,13.403636,69.191141815,0.671758658,0.083969832,22,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\008_efficientnet_b0_repeat2_nvidia-smi.txt,10,2.0,5288548,5.288548,3086518016,3.086518,6173036032,6.173036
resnet18,paper_model,2,2026-05-15T02:31:30.791119+00:00,2026-05-15T02:31:36.066984+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.252901,194,8,1552,27.076808,3.384601,14.446552,75.886303109,0.391166511,0.048895814,29,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\009_resnet18_repeat2_nvidia-smi.txt,10,2.0,11689512,11.689512,14512586752,14.512587,29025173504,29.025174
mobilenetv2,paper_model,2,2026-05-15T02:31:38.358653+00:00,2026-05-15T02:31:43.419117+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.070162,166,8,1328,30.543145,3.817893,14.176957,71.87946765,0.433008841,0.054126105,23,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\010_mobilenetv2_repeat2_nvidia-smi.txt,10,2.0,3504872,3.504872,2406194176,2.406194,4812388352,4.812388
efficientnet_b0,paper_model,3,2026-05-15T02:31:46.216950+00:00,2026-05-15T02:31:51.275664+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.055909,41,8,328,123.314844,15.414355,9.511538,48.089469107,1.172913881,0.146614235,13,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\011_efficientnet_b0_repeat3_nvidia-smi.txt,10,2.0,5288548,5.288548,3086518016,3.086518,6173036032,6.173036
mobilenetv3_small,paper_model,3,2026-05-15T02:31:53.771591+00:00,2026-05-15T02:31:58.779740+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.008581,154,8,1232,32.523252,4.065406,8.850526,44.328576175,0.287847897,0.035980987,19,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\012_mobilenetv3_small_repeat3_nvidia-smi.txt,10,2.0,2542856,2.542856,452083200,0.452083,904166400,0.904166
resnet18,paper_model,3,2026-05-15T02:32:01.086740+00:00,2026-05-15T02:32:06.329566+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.243713,196,8,1568,26.753637,3.344205,14.355714,75.277242753,0.384067565,0.048008446,28,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\013_resnet18_repeat3_nvidia-smi.txt,10,2.0,11689512,11.689512,14512586752,14.512587,29025173504,29.025174
tiny_vit_5m,paper_model,3,2026-05-15T02:32:08.951089+00:00,2026-05-15T02:32:14.272755+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.330449,77,8,616,69.226616,8.653327,14.76,78.677433144,1.021784846,0.127723106,29,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\014_tiny_vit_5m_repeat3_nvidia-smi.txt,10,2.0,12082725,12.082725,9322742784,9.322743,18645485568,18.645486
mobilenetv2,paper_model,3,2026-05-15T02:32:16.615054+00:00,2026-05-15T02:32:21.830989+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.061123,49,8,392,103.288227,12.911028,9.658,48.8803269,0.997557692,0.124694711,10,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\015_mobilenetv2_repeat3_nvidia-smi.txt,10,2.0,3504872,3.504872,2406194176,2.406194,4812388352,4.812388
mobilenetv2,paper_model,4,2026-05-15T02:32:24.807824+00:00,2026-05-15T02:32:29.952116+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.003622,99,8,792,50.541634,6.317704,11.918667,59.63650036,0.602388893,0.075298612,15,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\016_mobilenetv2_repeat4_nvidia-smi.txt,10,2.0,3504872,3.504872,2406194176,2.406194,4812388352,4.812388
tiny_vit_5m,paper_model,4,2026-05-15T02:32:32.624728+00:00,2026-05-15T02:32:38.045108+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.339018,77,8,616,69.337901,8.667238,14.788621,78.956717973,1.025411922,0.12817649,29,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\017_tiny_vit_5m_repeat4_nvidia-smi.txt,10,2.0,12082725,12.082725,9322742784,9.322743,18645485568,18.645486
efficientnet_b0,paper_model,4,2026-05-15T02:32:40.396493+00:00,2026-05-15T02:32:45.559886+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.151105,137,8,1096,37.59931,4.699914,14.48037,74.589915457,0.544451938,0.068056492,27,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\018_efficientnet_b0_repeat4_nvidia-smi.txt,10,2.0,5288548,5.288548,3086518016,3.086518,6173036032,6.173036
mobilenetv3_small,paper_model,4,2026-05-15T02:32:47.661566+00:00,2026-05-15T02:32:52.702316+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.029829,217,8,1736,23.178935,2.897367,11.363684,57.157386116,0.263398093,0.032924762,19,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\019_mobilenetv3_small_repeat4_nvidia-smi.txt,10,2.0,2542856,2.542856,452083200,0.452083,904166400,0.904166
resnet18,paper_model,4,2026-05-15T02:32:55.147175+00:00,2026-05-15T02:33:00.501262+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.240605,191,8,1528,27.437724,3.429716,14.373846,75.327654335,0.394385625,0.049298203,13,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\020_resnet18_repeat4_nvidia-smi.txt,10,2.0,11689512,11.689512,14512586752,14.512587,29025173504,29.025174
efficientnet_b0,paper_model,5,2026-05-15T02:33:02.891738+00:00,2026-05-15T02:33:08.082103+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.148163,130,8,1040,39.601254,4.950157,14.30913,73.665735867,0.566659507,0.070832438,23,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\021_efficientnet_b0_repeat5_nvidia-smi.txt,10,2.0,5288548,5.288548,3086518016,3.086518,6173036032,6.173036
resnet18,paper_model,5,2026-05-15T02:33:10.416906+00:00,2026-05-15T02:33:15.669541+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.251736,193,8,1544,27.211067,3.401383,14.411379,75.684759534,0.392149013,0.049018627,29,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\022_resnet18_repeat5_nvidia-smi.txt,10,2.0,11689512,11.689512,14512586752,14.512587,29025173504,29.025174
mobilenetv3_small,paper_model,5,2026-05-15T02:33:17.763196+00:00,2026-05-15T02:33:22.779152+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.009291,322,8,2576,15.556806,1.944601,12.275652,61.492318864,0.190969934,0.023871242,23,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\023_mobilenetv3_small_repeat5_nvidia-smi.txt,10,2.0,2542856,2.542856,452083200,0.452083,904166400,0.904166
tiny_vit_5m,paper_model,5,2026-05-15T02:33:25.414441+00:00,2026-05-15T02:33:30.939077+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.03057,62,8,496,81.138229,10.142279,13.585714,68.343889431,1.102320797,0.1377901,14,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\024_tiny_vit_5m_repeat5_nvidia-smi.txt,10,2.0,12082725,12.082725,9322742784,9.322743,18645485568,18.645486
mobilenetv2,paper_model,5,2026-05-15T02:33:33.914394+00:00,2026-05-15T02:33:39.067280+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.14898,133,8,1064,38.714132,4.839267,13.022143,67.05074792,0.504140962,0.06301762,14,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_8\raw_power\025_mobilenetv2_repeat5_nvidia-smi.txt,10,2.0,3504872,3.504872,2406194176,2.406194,4812388352,4.812388
