model,family,n_windows,parsed_energy_windows,total_inferences,inferences_per_window_mean,params,params_M,macs,macs_G,flops,flops_G,latency_mean_ms,latency_std_ms,mean_power_W,mean_power_std_W,energy_mean_J,energy_std_J,energy_sem_J,energy_ci95_low_J,energy_ci95_high_J,edp_J_ms,measurement_type,power_note
mobilenetv3_small,paper_model,10,10,23233,2323.3,2542856,2.542856,56510400,0.05651,113020800,0.113021,4.307722,0.11931,54.907836,0.539977,0.236496903,0.005650841,0.001786953,0.232454816,0.240538991,1.018762866,direct_gpu_power_nvidia_smi,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy."
mobilenetv2,paper_model,10,10,22849,2284.9,3504872,3.504872,300774272,0.300774,601548544,0.601549,4.380039,0.095956,56.666158,0.519102,0.248181727,0.004964197,0.001569817,0.244630801,0.251732652,1.087045542,direct_gpu_power_nvidia_smi,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy."
resnet18,paper_model,10,10,49531,4953.1,11689512,11.689512,1814073344,1.814073,3628146688,3.628147,2.020288,0.050769,81.451424,1.247774,0.164518379,0.003135186,0.000991433,0.162275758,0.166761,0.332374556,direct_gpu_power_nvidia_smi,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy."
tiny_vit_5m,paper_model,10,10,14396,1439.6,12082725,12.082725,1165342848,1.165343,2330685696,2.330686,6.951049,0.123678,59.67691,0.529372,0.414785704,0.00622122,0.001967322,0.410335621,0.419235788,2.883195755,direct_gpu_power_nvidia_smi,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy."
efficientnet_b0,paper_model,10,10,14709,1470.9,5288548,5.288548,385814752,0.385815,771629504,0.77163,6.803279,0.129695,56.346518,0.425413,0.383317384,0.006460212,0.002042898,0.378696348,0.38793842,2.607815223,direct_gpu_power_nvidia_smi,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy."
