model,family,repeat,start_utc,end_utc,device,measurement_type,window_seconds_requested,window_seconds_actual,inferences,batch_size,images_processed,latency_ms_per_inference,latency_ms_per_image,mean_power_W,total_window_energy_J,energy_J_per_inference,energy_J_per_image,parsed_power_samples,power_note,raw_power_log,warmup_trials,cooldown_seconds,params,params_M,macs,macs_G,flops,flops_G
mobilenetv3_small,paper_model,5,2026-05-15T05:16:20.549597+00:00,2026-05-15T05:16:30.563223+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.00229,2337,1,2337,4.27997,4.27997,54.8472,548.597583634,0.234744366,0.234744366,50,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\023_mobilenetv3_small_repeat5_nvidia-smi.txt,10,2.0,2542856,2.542856,56510400,0.05651,113020800,0.113021
tiny_vit_5m,paper_model,5,2026-05-15T05:16:32.767618+00:00,2026-05-15T05:16:42.769917+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.001806,1428,1,1428,7.004066,7.004066,59.018367,590.290237034,0.413368513,0.413368513,49,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\024_tiny_vit_5m_repeat5_nvidia-smi.txt,10,2.0,12082725,12.082725,1165342848,1.165343,2330685696,2.330686
mobilenetv2,paper_model,5,2026-05-15T05:16:44.816038+00:00,2026-05-15T05:16:54.877741+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.003706,2282,1,2282,4.383745,4.383745,56.116471,561.372679134,0.246000298,0.246000298,51,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\025_mobilenetv2_repeat5_nvidia-smi.txt,10,2.0,3504872,3.504872,300774272,0.300774,601548544,0.601549
resnet18,paper_model,6,2026-05-15T05:16:56.926100+00:00,2026-05-15T05:17:06.947299+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.0014,4929,1,4929,2.029093,2.029093,80.3224,803.336459392,0.162981631,0.162981631,50,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\026_resnet18_repeat6_nvidia-smi.txt,10,2.0,11689512,11.689512,1814073344,1.814073,3628146688,3.628147
efficientnet_b0,paper_model,6,2026-05-15T05:17:09.009206+00:00,2026-05-15T05:17:19.017639+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.005219,1431,1,1431,6.991767,6.991767,56.1364,561.656953417,0.39249263,0.39249263,50,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\027_efficientnet_b0_repeat6_nvidia-smi.txt,10,2.0,5288548,5.288548,385814752,0.385815,771629504,0.77163
mobilenetv2,paper_model,6,2026-05-15T05:17:21.057897+00:00,2026-05-15T05:17:31.062116+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.002251,2257,1,2257,4.431658,4.431658,56.123673,561.36308592,0.248720906,0.248720906,49,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\028_mobilenetv2_repeat6_nvidia-smi.txt,10,2.0,3504872,3.504872,300774272,0.300774,601548544,0.601549
mobilenetv3_small,paper_model,6,2026-05-15T05:17:33.122145+00:00,2026-05-15T05:17:43.123713+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.000423,2330,1,2330,4.292027,4.292027,54.657917,546.602292431,0.234593259,0.234593259,48,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\029_mobilenetv3_small_repeat6_nvidia-smi.txt,10,2.0,2542856,2.542856,56510400,0.05651,113020800,0.113021
tiny_vit_5m,paper_model,6,2026-05-15T05:17:45.238632+00:00,2026-05-15T05:17:55.242027+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.001544,1395,1,1395,7.169565,7.169565,59.247755,592.56901178,0.424780654,0.424780654,49,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\030_tiny_vit_5m_repeat6_nvidia-smi.txt,10,2.0,12082725,12.082725,1165342848,1.165343,2330685696,2.330686
mobilenetv3_small,paper_model,7,2026-05-15T05:17:57.286252+00:00,2026-05-15T05:18:07.338278+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.000407,2209,1,2209,4.52712,4.52712,54.7224,547.246288433,0.247734852,0.247734852,50,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\031_mobilenetv3_small_repeat7_nvidia-smi.txt,10,2.0,2542856,2.542856,56510400,0.05651,113020800,0.113021
tiny_vit_5m,paper_model,7,2026-05-15T05:18:09.557948+00:00,2026-05-15T05:18:19.570679+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.002086,1410,1,1410,7.093678,7.093678,59.500408,595.128199484,0.422076737,0.422076737,49,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\032_tiny_vit_5m_repeat7_nvidia-smi.txt,10,2.0,12082725,12.082725,1165342848,1.165343,2330685696,2.330686
mobilenetv2,paper_model,7,2026-05-15T05:18:21.619079+00:00,2026-05-15T05:18:31.625304+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.004112,2186,1,2186,4.576447,4.576447,56.602857,566.261328037,0.259039949,0.259039949,49,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\033_mobilenetv2_repeat7_nvidia-smi.txt,10,2.0,3504872,3.504872,300774272,0.300774,601548544,0.601549
resnet18,paper_model,7,2026-05-15T05:18:33.697626+00:00,2026-05-15T05:18:43.699881+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.001183,4925,1,4925,2.030697,2.030697,81.688333,816.979970631,0.165884258,0.165884258,48,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\034_resnet18_repeat7_nvidia-smi.txt,10,2.0,11689512,11.689512,1814073344,1.814073,3628146688,3.628147
efficientnet_b0,paper_model,7,2026-05-15T05:18:45.761847+00:00,2026-05-15T05:18:55.767960+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.003355,1519,1,1519,6.585487,6.585487,57.232766,572.51970412,0.376905664,0.376905664,47,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\035_efficientnet_b0_repeat7_nvidia-smi.txt,10,2.0,5288548,5.288548,385814752,0.385815,771629504,0.77163
efficientnet_b0,paper_model,8,2026-05-15T05:18:57.837467+00:00,2026-05-15T05:19:07.893442+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.004899,1491,1,1491,6.710194,6.710194,56.614894,566.426269888,0.379896895,0.379896895,47,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\036_efficientnet_b0_repeat8_nvidia-smi.txt,10,2.0,5288548,5.288548,385814752,0.385815,771629504,0.77163
tiny_vit_5m,paper_model,8,2026-05-15T05:19:10.001687+00:00,2026-05-15T05:19:20.019048+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.006974,1470,1,1470,6.807465,6.807465,60.422041,604.641773349,0.411320934,0.411320934,49,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\037_tiny_vit_5m_repeat8_nvidia-smi.txt,10,2.0,12082725,12.082725,1165342848,1.165343,2330685696,2.330686
mobilenetv2,paper_model,8,2026-05-15T05:19:22.071714+00:00,2026-05-15T05:19:32.127867+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.003272,2291,1,2291,4.366334,4.366334,57.211,572.297188671,0.249802352,0.249802352,50,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\038_mobilenetv2_repeat8_nvidia-smi.txt,10,2.0,3504872,3.504872,300774272,0.300774,601548544,0.601549
resnet18,paper_model,8,2026-05-15T05:19:34.203751+00:00,2026-05-15T05:19:44.205034+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.000805,5038,1,5038,1.985074,1.985074,83.2776,832.843013485,0.16531223,0.16531223,50,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\039_resnet18_repeat8_nvidia-smi.txt,10,2.0,11689512,11.689512,1814073344,1.814073,3628146688,3.628147
mobilenetv3_small,paper_model,8,2026-05-15T05:19:46.258545+00:00,2026-05-15T05:19:56.300756+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.001658,2346,1,2346,4.263282,4.263282,56.009592,560.188804674,0.238784657,0.238784657,49,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\040_mobilenetv3_small_repeat8_nvidia-smi.txt,10,2.0,2542856,2.542856,56510400,0.05651,113020800,0.113021
resnet18,paper_model,9,2026-05-15T05:19:58.387763+00:00,2026-05-15T05:20:08.409560+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.000529,5078,1,5078,1.969383,1.969383,82.351837,823.561964409,0.162182348,0.162182348,49,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\041_resnet18_repeat9_nvidia-smi.txt,10,2.0,11689512,11.689512,1814073344,1.814073,3628146688,3.628147
mobilenetv2,paper_model,9,2026-05-15T05:20:10.449344+00:00,2026-05-15T05:20:20.475843+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.00213,2355,1,2355,4.247189,4.247189,57.15102,571.63191861,0.242731176,0.242731176,49,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\042_mobilenetv2_repeat9_nvidia-smi.txt,10,2.0,3504872,3.504872,300774272,0.300774,601548544,0.601549
tiny_vit_5m,paper_model,9,2026-05-15T05:20:22.576062+00:00,2026-05-15T05:20:32.581344+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.003296,1445,1,1445,6.922696,6.922696,59.688776,597.084459462,0.413207238,0.413207238,49,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\043_tiny_vit_5m_repeat9_nvidia-smi.txt,10,2.0,12082725,12.082725,1165342848,1.165343,2330685696,2.330686
efficientnet_b0,paper_model,9,2026-05-15T05:20:34.650645+00:00,2026-05-15T05:20:44.655654+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.003547,1480,1,1480,6.759153,6.759153,56.063469,560.833551003,0.378941589,0.378941589,49,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\044_efficientnet_b0_repeat9_nvidia-smi.txt,10,2.0,5288548,5.288548,385814752,0.385815,771629504,0.77163
mobilenetv3_small,paper_model,9,2026-05-15T05:20:46.704231+00:00,2026-05-15T05:20:56.708036+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.0021,2383,1,2383,4.197272,4.197272,54.522917,545.34363753,0.228847519,0.228847519,48,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\045_mobilenetv3_small_repeat9_nvidia-smi.txt,10,2.0,2542856,2.542856,56510400,0.05651,113020800,0.113021
tiny_vit_5m,paper_model,10,2026-05-15T05:20:58.815964+00:00,2026-05-15T05:21:08.894688+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.008632,1466,1,1466,6.827171,6.827171,59.263,593.141558216,0.404598607,0.404598607,50,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\046_tiny_vit_5m_repeat10_nvidia-smi.txt,10,2.0,12082725,12.082725,1165342848,1.165343,2330685696,2.330686
mobilenetv2,paper_model,10,2026-05-15T05:21:10.936798+00:00,2026-05-15T05:21:20.942484+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.005012,2242,1,2242,4.462539,4.462539,55.992292,560.203555632,0.249867777,0.249867777,48,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\047_mobilenetv2_repeat10_nvidia-smi.txt,10,2.0,3504872,3.504872,300774272,0.300774,601548544,0.601549
mobilenetv3_small,paper_model,10,2026-05-15T05:21:22.985086+00:00,2026-05-15T05:21:33.049970+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.001804,2255,1,2255,4.43539,4.43539,54.2298,542.395852251,0.240530311,0.240530311,50,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\048_mobilenetv3_small_repeat10_nvidia-smi.txt,10,2.0,2542856,2.542856,56510400,0.05651,113020800,0.113021
resnet18,paper_model,10,2026-05-15T05:21:35.130699+00:00,2026-05-15T05:21:45.167976+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.000823,4715,1,4715,2.121065,2.121065,79.315102,793.216288805,0.168232511,0.168232511,49,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\049_resnet18_repeat10_nvidia-smi.txt,10,2.0,11689512,11.689512,1814073344,1.814073,3628146688,3.628147
efficientnet_b0,paper_model,10,2026-05-15T05:21:47.228221+00:00,2026-05-15T05:21:57.236374+00:00,cuda,direct_gpu_power_nvidia_smi,10.0,10.005092,1435,1,1435,6.97219,6.97219,56.073265,561.018206165,0.390953454,0.390953454,49,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060\raw_power\050_efficientnet_b0_repeat10_nvidia-smi.txt,10,2.0,5288548,5.288548,385814752,0.385815,771629504,0.77163
