model,family,repeat,start_utc,end_utc,device,measurement_type,window_seconds_requested,window_seconds_actual,inferences,batch_size,images_processed,latency_ms_per_inference,latency_ms_per_image,mean_power_W,total_window_energy_J,energy_J_per_inference,energy_J_per_image,parsed_power_samples,power_note,raw_power_log,warmup_trials,cooldown_seconds,params,params_M,macs,macs_G,flops,flops_G
resnet18,paper_model,1,2026-05-15T05:22:28.185112+00:00,2026-05-15T05:22:33.245795+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.000197,2504,1,2504,1.996884,1.996884,77.13,385.665202323,0.154019649,0.154019649,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_1\raw_power\001_resnet18_repeat1_nvidia-smi.txt,10,2.0,11689512,11.689512,1814073344,1.814073,3628146688,3.628147
mobilenetv3_small,paper_model,1,2026-05-15T05:22:35.352012+00:00,2026-05-15T05:22:40.366051+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.005597,1097,1,1097,4.562987,4.562987,55.1752,276.184793524,0.251763713,0.251763713,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_1\raw_power\002_mobilenetv3_small_repeat1_nvidia-smi.txt,10,2.0,2542856,2.542856,56510400,0.05651,113020800,0.113021
tiny_vit_5m,paper_model,1,2026-05-15T05:22:42.665485+00:00,2026-05-15T05:22:47.695611+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.005263,723,1,723,6.922909,6.922909,59.0124,295.37257636,0.40853745,0.40853745,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_1\raw_power\003_tiny_vit_5m_repeat1_nvidia-smi.txt,10,2.0,12082725,12.082725,1165342848,1.165343,2330685696,2.330686
efficientnet_b0,paper_model,1,2026-05-15T05:22:49.803338+00:00,2026-05-15T05:22:54.810265+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.007034,705,1,705,7.102176,7.102176,55.5175,277.978010095,0.39429505,0.39429505,24,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_1\raw_power\004_efficientnet_b0_repeat1_nvidia-smi.txt,10,2.0,5288548,5.288548,385814752,0.385815,771629504,0.77163
mobilenetv2,paper_model,1,2026-05-15T05:22:56.871368+00:00,2026-05-15T05:23:01.920119+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.001547,1114,1,1114,4.489719,4.489719,56.1864,281.018897886,0.252261129,0.252261129,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_1\raw_power\005_mobilenetv2_repeat1_nvidia-smi.txt,10,2.0,3504872,3.504872,300774272,0.300774,601548544,0.601549
mobilenetv3_small,paper_model,2,2026-05-15T05:23:03.972757+00:00,2026-05-15T05:23:08.976474+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.002622,1175,1,1175,4.257551,4.257551,54.643333,273.359952415,0.232646768,0.232646768,24,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_1\raw_power\006_mobilenetv3_small_repeat2_nvidia-smi.txt,10,2.0,2542856,2.542856,56510400,0.05651,113020800,0.113021
tiny_vit_5m,paper_model,2,2026-05-15T05:23:11.085608+00:00,2026-05-15T05:23:16.086689+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.000796,722,1,722,6.926311,6.926311,59.0436,295.265016419,0.408954316,0.408954316,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_1\raw_power\007_tiny_vit_5m_repeat2_nvidia-smi.txt,10,2.0,12082725,12.082725,1165342848,1.165343,2330685696,2.330686
efficientnet_b0,paper_model,2,2026-05-15T05:23:18.151060+00:00,2026-05-15T05:23:23.188992+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.005659,746,1,746,6.709999,6.709999,55.9632,280.132706941,0.375513012,0.375513012,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_1\raw_power\008_efficientnet_b0_repeat2_nvidia-smi.txt,10,2.0,5288548,5.288548,385814752,0.385815,771629504,0.77163
resnet18,paper_model,2,2026-05-15T05:23:25.271935+00:00,2026-05-15T05:23:30.319971+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.001009,2529,1,2529,1.977465,1.977465,77.764,388.89843277,0.153775576,0.153775576,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_1\raw_power\009_resnet18_repeat2_nvidia-smi.txt,10,2.0,11689512,11.689512,1814073344,1.814073,3628146688,3.628147
mobilenetv2,paper_model,2,2026-05-15T05:23:32.360409+00:00,2026-05-15T05:23:37.363976+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.003643,1202,1,1202,4.162765,4.162765,57.4516,287.467307669,0.239157494,0.239157494,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_1\raw_power\010_mobilenetv2_repeat2_nvidia-smi.txt,10,2.0,3504872,3.504872,300774272,0.300774,601548544,0.601549
