model,family,repeat,start_utc,end_utc,device,measurement_type,window_seconds_requested,window_seconds_actual,inferences,batch_size,images_processed,latency_ms_per_inference,latency_ms_per_image,mean_power_W,total_window_energy_J,energy_J_per_inference,energy_J_per_image,parsed_power_samples,power_note,raw_power_log,warmup_trials,cooldown_seconds,params,params_M,macs,macs_G,flops,flops_G
efficientnet_b0,paper_model,3,2026-05-15T02:35:24.022563+00:00,2026-05-15T02:35:29.278462+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.258934,70,16,1120,75.127631,4.695477,14.768519,77.66666712,1.109523816,0.069345239,27,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_16\raw_power\011_efficientnet_b0_repeat3_nvidia-smi.txt,10,2.0,5288548,5.288548,6173036032,6.173036,12346072064,12.346072
mobilenetv3_small,paper_model,3,2026-05-15T02:35:31.422575+00:00,2026-05-15T02:35:36.509789+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.032732,208,16,3328,24.195827,1.512239,13.7316,69.107464104,0.332247424,0.020765464,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_16\raw_power\012_mobilenetv3_small_repeat3_nvidia-smi.txt,10,2.0,2542856,2.542856,904166400,0.904166,1808332800,1.808333
resnet18,paper_model,3,2026-05-15T02:35:39.387567+00:00,2026-05-15T02:35:45.229990+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.47867,95,16,1520,57.670209,3.604388,14.379286,78.779359826,0.829256419,0.051828526,14,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_16\raw_power\013_resnet18_repeat3_nvidia-smi.txt,10,2.0,11689512,11.689512,29025173504,29.025174,58050347008,58.050347
tiny_vit_5m,paper_model,3,2026-05-15T02:35:48.526800+00:00,2026-05-15T02:35:54.175461+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.598892,42,16,672,133.306952,8.331685,14.955385,83.73358328,1.993656745,0.124603547,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_16\raw_power\014_tiny_vit_5m_repeat3_nvidia-smi.txt,10,2.0,12082725,12.082725,18645485568,18.645486,37290971136,37.290971
mobilenetv2,paper_model,3,2026-05-15T02:35:56.693483+00:00,2026-05-15T02:36:02.049201+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.354917,96,16,1536,55.780382,3.486274,14.661923,78.513376739,0.817847674,0.05111548,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_16\raw_power\015_mobilenetv2_repeat3_nvidia-smi.txt,10,2.0,3504872,3.504872,4812388352,4.812388,9624776704,9.624777
mobilenetv2,paper_model,4,2026-05-15T02:36:04.597649+00:00,2026-05-15T02:36:09.981988+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.36497,94,16,1504,57.074144,3.567134,14.661852,78.660387999,0.836812638,0.05230079,27,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_16\raw_power\016_mobilenetv2_repeat4_nvidia-smi.txt,10,2.0,3504872,3.504872,4812388352,4.812388,9624776704,9.624777
tiny_vit_5m,paper_model,4,2026-05-15T02:36:13.289699+00:00,2026-05-15T02:36:18.939623+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.660542,42,16,672,134.774817,8.423426,14.948846,84.61857599,2.014728,0.1259205,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_16\raw_power\017_tiny_vit_5m_repeat4_nvidia-smi.txt,10,2.0,12082725,12.082725,18645485568,18.645486,37290971136,37.290971
efficientnet_b0,paper_model,4,2026-05-15T02:36:21.696315+00:00,2026-05-15T02:36:27.053549+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.291352,70,16,1120,75.590749,4.724422,14.808,78.354346339,1.119347805,0.069959238,30,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_16\raw_power\018_efficientnet_b0_repeat4_nvidia-smi.txt,10,2.0,5288548,5.288548,6173036032,6.173036,12346072064,12.346072
mobilenetv3_small,paper_model,4,2026-05-15T02:36:29.337762+00:00,2026-05-15T02:36:34.395490+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.025038,133,16,2128,37.782244,2.36139,10.684667,53.690860291,0.403690679,0.025230667,15,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_16\raw_power\019_mobilenetv3_small_repeat4_nvidia-smi.txt,10,2.0,2542856,2.542856,904166400,0.904166,1808332800,1.808333
resnet18,paper_model,4,2026-05-15T02:36:36.941939+00:00,2026-05-15T02:36:42.480484+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.495084,102,16,1632,53.873375,3.367086,14.747222,81.037229302,0.79448264,0.049655165,18,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_16\raw_power\020_resnet18_repeat4_nvidia-smi.txt,10,2.0,11689512,11.689512,29025173504,29.025174,58050347008,58.050347
efficientnet_b0,paper_model,5,2026-05-15T02:36:45.210955+00:00,2026-05-15T02:36:50.523661+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.282832,70,16,1120,75.469021,4.716814,14.832727,78.358798867,1.119411412,0.069963213,22,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_16\raw_power\021_efficientnet_b0_repeat5_nvidia-smi.txt,10,2.0,5288548,5.288548,6173036032,6.173036,12346072064,12.346072
resnet18,paper_model,5,2026-05-15T02:36:53.028238+00:00,2026-05-15T02:36:58.562123+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.531838,101,16,1616,54.770676,3.423167,14.699615,81.31589538,0.805107875,0.050319242,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_16\raw_power\022_resnet18_repeat5_nvidia-smi.txt,10,2.0,11689512,11.689512,29025173504,29.025174,58050347008,58.050347
mobilenetv3_small,paper_model,5,2026-05-15T02:37:00.746507+00:00,2026-05-15T02:37:05.766284+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.029058,126,16,2016,39.91316,2.494572,10.695714,53.789368564,0.426899751,0.026681234,21,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_16\raw_power\023_mobilenetv3_small_repeat5_nvidia-smi.txt,10,2.0,2542856,2.542856,904166400,0.904166,1808332800,1.808333
tiny_vit_5m,paper_model,5,2026-05-15T02:37:09.111541+00:00,2026-05-15T02:37:14.835837+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.723098,42,16,672,136.26425,8.516516,14.955385,85.591139259,2.037884268,0.127367767,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_16\raw_power\024_tiny_vit_5m_repeat5_nvidia-smi.txt,10,2.0,12082725,12.082725,18645485568,18.645486,37290971136,37.290971
mobilenetv2,paper_model,5,2026-05-15T02:37:17.356824+00:00,2026-05-15T02:37:22.757627+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.379586,95,16,1520,56.627221,3.539201,14.708077,79.123364702,0.832877523,0.052054845,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_16\raw_power\025_mobilenetv2_repeat5_nvidia-smi.txt,10,2.0,3504872,3.504872,4812388352,4.812388,9624776704,9.624777
