model,family,repeat,start_utc,end_utc,device,measurement_type,window_seconds_requested,window_seconds_actual,inferences,batch_size,images_processed,latency_ms_per_inference,latency_ms_per_image,mean_power_W,total_window_energy_J,energy_J_per_inference,energy_J_per_image,parsed_power_samples,power_note,raw_power_log,warmup_trials,cooldown_seconds,params,params_M,macs,macs_G,flops,flops_G
resnet18,paper_model,1,2026-05-15T05:35:00.368662+00:00,2026-05-15T05:35:05.552206+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.162789,320,32,10240,16.133717,0.504179,97.233214,501.994598319,1.56873312,0.04902291,28,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_32\raw_power\001_resnet18_repeat1_nvidia-smi.txt,10,2.0,11689512,11.689512,58050347008,58.050347,116100694016,116.100694
mobilenetv3_small,paper_model,1,2026-05-15T05:35:07.738710+00:00,2026-05-15T05:35:12.758753+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.018361,1173,32,37536,4.278228,0.133695,94.5132,474.301375768,0.404348999,0.012635906,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_32\raw_power\002_mobilenetv3_small_repeat1_nvidia-smi.txt,10,2.0,2542856,2.542856,1808332800,1.808333,3616665600,3.616666
tiny_vit_5m,paper_model,1,2026-05-15T05:35:15.275830+00:00,2026-05-15T05:35:20.435374+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.158319,153,32,4896,33.714501,1.053578,101.795185,525.092007311,3.431973904,0.107249184,27,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_32\raw_power\003_tiny_vit_5m_repeat1_nvidia-smi.txt,10,2.0,12082725,12.082725,37290971136,37.290971,74581942272,74.581942
efficientnet_b0,paper_model,1,2026-05-15T05:35:22.785718+00:00,2026-05-15T05:35:27.886760+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.079375,210,32,6720,24.187502,0.755859,95.046296,482.775828773,2.298932518,0.071841641,27,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_32\raw_power\004_efficientnet_b0_repeat1_nvidia-smi.txt,10,2.0,5288548,5.288548,12346072064,12.346072,24692144128,24.692144
mobilenetv2,paper_model,1,2026-05-15T05:35:30.202967+00:00,2026-05-15T05:35:35.387142+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.118661,264,32,8448,19.388867,0.605902,92.491786,473.434087107,1.793310936,0.056040967,28,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_32\raw_power\005_mobilenetv2_repeat1_nvidia-smi.txt,10,2.0,3504872,3.504872,9624776704,9.624777,19249553408,19.249553
mobilenetv3_small,paper_model,2,2026-05-15T05:35:37.528469+00:00,2026-05-15T05:35:42.551947+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.022259,1177,32,37664,4.267,0.133344,94.8664,476.443650171,0.404794945,0.012649842,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_32\raw_power\006_mobilenetv3_small_repeat2_nvidia-smi.txt,10,2.0,2542856,2.542856,1808332800,1.808333,3616665600,3.616666
tiny_vit_5m,paper_model,2,2026-05-15T05:35:45.058390+00:00,2026-05-15T05:35:50.276619+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.158556,153,32,4896,33.716052,1.053627,101.937143,525.848449715,3.436917972,0.107403687,28,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_32\raw_power\007_tiny_vit_5m_repeat2_nvidia-smi.txt,10,2.0,12082725,12.082725,37290971136,37.290971,74581942272,74.581942
efficientnet_b0,paper_model,2,2026-05-15T05:35:52.692612+00:00,2026-05-15T05:35:57.776243+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.08173,210,32,6720,24.198715,0.75621,95.028148,482.907400792,2.299559051,0.07186122,27,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_32\raw_power\008_efficientnet_b0_repeat2_nvidia-smi.txt,10,2.0,5288548,5.288548,12346072064,12.346072,24692144128,24.692144
resnet18,paper_model,2,2026-05-15T05:36:00.090098+00:00,2026-05-15T05:36:05.276940+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.148457,318,32,10176,16.190117,0.505941,98.223571,505.699863354,1.590251143,0.049695348,28,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_32\raw_power\009_resnet18_repeat2_nvidia-smi.txt,10,2.0,11689512,11.689512,58050347008,58.050347,116100694016,116.100694
mobilenetv2,paper_model,2,2026-05-15T05:36:07.625668+00:00,2026-05-15T05:36:12.750031+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.122506,264,32,8448,19.403431,0.606357,91.908462,470.801636491,1.783339532,0.05572936,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_32\raw_power\010_mobilenetv2_repeat2_nvidia-smi.txt,10,2.0,3504872,3.504872,9624776704,9.624777,19249553408,19.249553
