model,family,repeat,start_utc,end_utc,device,measurement_type,window_seconds_requested,window_seconds_actual,inferences,batch_size,images_processed,latency_ms_per_inference,latency_ms_per_image,mean_power_W,total_window_energy_J,energy_J_per_inference,energy_J_per_image,parsed_power_samples,power_note,raw_power_log,warmup_trials,cooldown_seconds,params,params_M,macs,macs_G,flops,flops_G
mobilenetv3_small,paper_model,3,2026-05-15T05:26:51.477651+00:00,2026-05-15T05:26:56.480722+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.001626,1141,4,4564,4.383546,1.095887,56.98625,285.023915341,0.249801854,0.062450463,24,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_4\raw_power\012_mobilenetv3_small_repeat3_nvidia-smi.txt,10,2.0,2542856,2.542856,226041600,0.226042,452083200,0.452083
resnet18,paper_model,3,2026-05-15T05:26:58.566840+00:00,2026-05-15T05:27:03.586573+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.018396,2087,4,8348,2.404598,0.60115,96.3424,483.484334059,0.23166475,0.057916188,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_4\raw_power\013_resnet18_repeat3_nvidia-smi.txt,10,2.0,11689512,11.689512,7256293376,7.256293,14512586752,14.512587
tiny_vit_5m,paper_model,3,2026-05-15T05:27:05.730695+00:00,2026-05-15T05:27:10.754712+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.004378,809,4,3236,6.185882,1.54647,86.272,431.737724698,0.533668387,0.133417097,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_4\raw_power\014_tiny_vit_5m_repeat3_nvidia-smi.txt,10,2.0,12082725,12.082725,4661371392,4.661371,9322742784,9.322743
mobilenetv2,paper_model,3,2026-05-15T05:27:12.821297+00:00,2026-05-15T05:27:17.860147+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.000686,1170,4,4680,4.274091,1.068523,72.5232,362.665743663,0.309970721,0.07749268,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_4\raw_power\015_mobilenetv2_repeat3_nvidia-smi.txt,10,2.0,3504872,3.504872,1203097088,1.203097,2406194176,2.406194
mobilenetv2,paper_model,4,2026-05-15T05:27:19.921778+00:00,2026-05-15T05:27:24.924393+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.001721,1174,4,4696,4.26041,1.065102,71.844,359.343643524,0.306084875,0.076521219,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_4\raw_power\016_mobilenetv2_repeat4_nvidia-smi.txt,10,2.0,3504872,3.504872,1203097088,1.203097,2406194176,2.406194
tiny_vit_5m,paper_model,4,2026-05-15T05:27:27.070287+00:00,2026-05-15T05:27:32.072235+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.000503,810,4,3240,6.17346,1.543365,85.9252,429.669194598,0.530455796,0.132613949,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_4\raw_power\017_tiny_vit_5m_repeat4_nvidia-smi.txt,10,2.0,12082725,12.082725,4661371392,4.661371,9322742784,9.322743
efficientnet_b0,paper_model,4,2026-05-15T05:27:34.147296+00:00,2026-05-15T05:27:39.153564+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.003514,726,4,2904,6.891892,1.722973,69.1624,346.055029757,0.476659821,0.119164955,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_4\raw_power\018_efficientnet_b0_repeat4_nvidia-smi.txt,10,2.0,5288548,5.288548,1543259008,1.543259,3086518016,3.086518
mobilenetv3_small,paper_model,4,2026-05-15T05:27:41.205857+00:00,2026-05-15T05:27:46.214708+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.007493,1093,4,4372,4.581421,1.145355,56.7192,284.02097995,0.25985451,0.064963628,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_4\raw_power\019_mobilenetv3_small_repeat4_nvidia-smi.txt,10,2.0,2542856,2.542856,226041600,0.226042,452083200,0.452083
resnet18,paper_model,4,2026-05-15T05:27:48.302583+00:00,2026-05-15T05:27:53.308950+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.004581,2067,4,8268,2.421181,0.605295,97.066,485.774630226,0.235014335,0.058753584,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_4\raw_power\020_resnet18_repeat4_nvidia-smi.txt,10,2.0,11689512,11.689512,7256293376,7.256293,14512586752,14.512587
efficientnet_b0,paper_model,5,2026-05-15T05:27:55.399832+00:00,2026-05-15T05:28:00.407439+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.006249,712,4,2848,7.031249,1.757812,69.1832,346.348325817,0.486444278,0.121611069,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_4\raw_power\021_efficientnet_b0_repeat5_nvidia-smi.txt,10,2.0,5288548,5.288548,1543259008,1.543259,3086518016,3.086518
resnet18,paper_model,5,2026-05-15T05:28:02.491368+00:00,2026-05-15T05:28:07.510390+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.018941,2105,4,8420,2.384295,0.596074,98.284,493.281567759,0.234338037,0.058584509,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_4\raw_power\022_resnet18_repeat5_nvidia-smi.txt,10,2.0,11689512,11.689512,7256293376,7.256293,14512586752,14.512587
mobilenetv3_small,paper_model,5,2026-05-15T05:28:09.554062+00:00,2026-05-15T05:28:14.604347+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.005367,1090,4,4360,4.59208,1.14802,57.5088,287.852672733,0.264085021,0.066021255,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_4\raw_power\023_mobilenetv3_small_repeat5_nvidia-smi.txt,10,2.0,2542856,2.542856,226041600,0.226042,452083200,0.452083
tiny_vit_5m,paper_model,5,2026-05-15T05:28:16.786337+00:00,2026-05-15T05:28:21.794512+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.007464,754,4,3016,6.641199,1.6603,82.804,414.638065617,0.549917859,0.137479465,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_4\raw_power\024_tiny_vit_5m_repeat5_nvidia-smi.txt,10,2.0,12082725,12.082725,4661371392,4.661371,9322742784,9.322743
mobilenetv2,paper_model,5,2026-05-15T05:28:23.859424+00:00,2026-05-15T05:28:28.860849+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.000524,1155,4,4620,4.329458,1.082364,72.3224,361.649875241,0.313116775,0.078279194,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_rtx4060_batch\batch_4\raw_power\025_mobilenetv2_repeat5_nvidia-smi.txt,10,2.0,3504872,3.504872,1203097088,1.203097,2406194176,2.406194
