model,family,repeat,start_utc,end_utc,device,measurement_type,window_seconds_requested,window_seconds_actual,inferences,batch_size,images_processed,latency_ms_per_inference,latency_ms_per_image,mean_power_W,total_window_energy_J,energy_J_per_inference,energy_J_per_image,parsed_power_samples,power_note,raw_power_log,warmup_trials,cooldown_seconds,params,params_M,macs,macs_G,flops,flops_G
efficientnet_b0,paper_model,3,2026-05-15T02:28:12.284986+00:00,2026-05-15T02:28:17.324890+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.026862,94,4,376,53.477257,13.369314,11.445,57.532437879,0.612047211,0.153011803,22,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_4\raw_power\011_efficientnet_b0_repeat3_nvidia-smi.txt,10,2.0,5288548,5.288548,1543259008,1.543259,3086518016,3.086518
mobilenetv3_small,paper_model,3,2026-05-15T02:28:21.346385+00:00,2026-05-15T02:28:26.464354+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.026594,89,4,356,56.478581,14.119645,7.50375,37.718302476,0.423801151,0.105950288,16,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_4\raw_power\012_mobilenetv3_small_repeat3_nvidia-smi.txt,10,2.0,2542856,2.542856,226041600,0.226042,452083200,0.452083
resnet18,paper_model,3,2026-05-15T02:28:28.698087+00:00,2026-05-15T02:28:33.829016+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.129748,328,4,1312,15.639477,3.909869,14.181364,72.746826005,0.221789104,0.055447276,22,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_4\raw_power\013_resnet18_repeat3_nvidia-smi.txt,10,2.0,11689512,11.689512,7256293376,7.256293,14512586752,14.512587
tiny_vit_5m,paper_model,3,2026-05-15T02:28:36.164558+00:00,2026-05-15T02:28:41.234582+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.053286,63,4,252,80.210884,20.052721,11.7425,59.338207332,0.941876307,0.235469077,16,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_4\raw_power\014_tiny_vit_5m_repeat3_nvidia-smi.txt,10,2.0,12082725,12.082725,4661371392,4.661371,9322742784,9.322743
mobilenetv2,paper_model,3,2026-05-15T02:28:43.720653+00:00,2026-05-15T02:28:48.713763+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.002891,179,4,716,27.949112,6.987278,11.294706,56.506182406,0.315676997,0.078919249,17,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_4\raw_power\015_mobilenetv2_repeat3_nvidia-smi.txt,10,2.0,3504872,3.504872,1203097088,1.203097,2406194176,2.406194
mobilenetv2,paper_model,4,2026-05-15T02:28:50.859450+00:00,2026-05-15T02:28:55.947581+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.015199,192,4,768,26.12083,6.530207,11.316111,56.752552523,0.295586211,0.073896553,18,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_4\raw_power\016_mobilenetv2_repeat4_nvidia-smi.txt,10,2.0,3504872,3.504872,1203097088,1.203097,2406194176,2.406194
tiny_vit_5m,paper_model,4,2026-05-15T02:28:58.287681+00:00,2026-05-15T02:29:03.645713+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.345286,152,4,608,35.166353,8.791588,14.452692,77.253768074,0.508248474,0.127062119,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_4\raw_power\017_tiny_vit_5m_repeat4_nvidia-smi.txt,10,2.0,12082725,12.082725,4661371392,4.661371,9322742784,9.322743
efficientnet_b0,paper_model,4,2026-05-15T02:29:05.865176+00:00,2026-05-15T02:29:10.998050+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.032422,111,4,444,45.337133,11.334283,11.178824,56.256555228,0.506815813,0.126703953,17,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_4\raw_power\018_efficientnet_b0_repeat4_nvidia-smi.txt,10,2.0,5288548,5.288548,1543259008,1.543259,3086518016,3.086518
mobilenetv3_small,paper_model,4,2026-05-15T02:29:13.083937+00:00,2026-05-15T02:29:18.164687+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.022268,286,4,1144,17.560377,4.390094,8.369545,42.034099474,0.146972376,0.036743094,22,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_4\raw_power\019_mobilenetv3_small_repeat4_nvidia-smi.txt,10,2.0,2542856,2.542856,226041600,0.226042,452083200,0.452083
resnet18,paper_model,4,2026-05-15T02:29:20.448581+00:00,2026-05-15T02:29:25.773638+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.126123,332,4,1328,15.440129,3.860032,13.8005,70.743059081,0.213081503,0.053270376,20,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_4\raw_power\020_resnet18_repeat4_nvidia-smi.txt,10,2.0,11689512,11.689512,7256293376,7.256293,14512586752,14.512587
efficientnet_b0,paper_model,5,2026-05-15T02:29:28.011001+00:00,2026-05-15T02:29:33.048923+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.04382,135,4,540,37.361632,9.340408,12.66,63.854764998,0.472998259,0.118249565,19,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_4\raw_power\021_efficientnet_b0_repeat5_nvidia-smi.txt,10,2.0,5288548,5.288548,1543259008,1.543259,3086518016,3.086518
resnet18,paper_model,5,2026-05-15T02:29:35.245907+00:00,2026-05-15T02:29:40.439481+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.131296,324,4,1296,15.837335,3.959334,14.257308,73.158471635,0.225797752,0.056449438,26,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_4\raw_power\022_resnet18_repeat5_nvidia-smi.txt,10,2.0,11689512,11.689512,7256293376,7.256293,14512586752,14.512587
mobilenetv3_small,paper_model,5,2026-05-15T02:29:43.968171+00:00,2026-05-15T02:29:49.043923+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.018434,61,4,244,82.269416,20.567354,7.076429,35.512592572,0.582173649,0.145543412,14,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_4\raw_power\023_mobilenetv3_small_repeat5_nvidia-smi.txt,10,2.0,2542856,2.542856,226041600,0.226042,452083200,0.452083
tiny_vit_5m,paper_model,5,2026-05-15T02:29:51.364434+00:00,2026-05-15T02:29:56.424234+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.051982,148,4,592,34.135014,8.533753,14.4884,73.195136009,0.49456173,0.123640432,25,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_4\raw_power\024_tiny_vit_5m_repeat5_nvidia-smi.txt,10,2.0,12082725,12.082725,4661371392,4.661371,9322742784,9.322743
mobilenetv2,paper_model,5,2026-05-15T02:29:58.610256+00:00,2026-05-15T02:30:03.722446+00:00,cuda,direct_gpu_power_nvidia_smi,5.0,5.056772,124,4,496,40.780416,10.195104,11.518333,58.245580879,0.469722426,0.117430607,18,"GPU power sampled with nvidia-smi; energy is GPU-only, not whole-system energy.",pc_measurements_batch\batch_4\raw_power\025_mobilenetv2_repeat5_nvidia-smi.txt,10,2.0,3504872,3.504872,1203097088,1.203097,2406194176,2.406194
